"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-1 Rate","ASC-1 Footnote","ASC-2 Rate","ASC-2 Footnote","ASC-3 Rate","ASC-3 Footnote","ASC-4 Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
EYE SURGICAL SERVICES LLC DBA GATEWAY SURGERY CENTER,26C0001176,1487221404,SAINT LOUIS,MO,63122,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,76,96.1,
ORTHO NC ASC LLC,34C0001222,1487223814,RALEIGH,NC,27614,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ORTHO NC ASC LLC,34C0001222,1487223814,RALEIGH,NC,27614,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AAU GREENBELT ASC LLC,21C0001646,1487239059,GREENBELT,MD,20770,2023,0,,N/A,5,N/A,5,0.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,283,No Different Than the National Rate,5.5,4,7.6,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AAU GREENBELT ASC LLC,21C0001646,1487239059,GREENBELT,MD,20770,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,100,
PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,32C0001129,1487246229,RIO RANCHO,NM,87124,2023,0,,0,,0,,0.03,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,55,No Different than expected,0.9,0.5,1.6,,,N/A,5
PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,32C0001129,1487246229,RIO RANCHO,NM,87124,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,165,97.6,
EAST ALABAMA AMBULATORY SURGERY CENTER,01C0001065,1487270492,AUBURN,AL,36832,2023,0,,0.05,,0.02,,0.11,,96.57,,N/A,5,135,No Different Than the National Rate,9.3,6.4,13.7,,88.75,,0.12,,85,No Different Than the National Rate,2.4,1.5,3.8,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
EAST ALABAMA AMBULATORY SURGERY CENTER,01C0001065,1487270492,AUBURN,AL,36832,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,105,86.6,
BAYLOR SCOTT AND WHITE SURGICARE WAXAHACHIE LLC,45C0001730,1487371431,WAXAHACHIE,TX,75165,2023,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BAYLOR SCOTT AND WHITE SURGICARE WAXAHACHIE LLC,45C0001730,1487371431,WAXAHACHIE,TX,75165,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PLUM CREEK SURGERY CENTER LLC,45C0451248,1487386124,KYLE,TX,78640,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PLUM CREEK SURGERY CENTER LLC,45C0451248,1487386124,KYLE,TX,78640,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,17,88.2,
WILLOW PARK ENDOSCOPY CENTER LLC,45C0451253,1487399168,WILLOW PARK,TX,76087,2023,N/A,5,N/A,5,N/A,5,N/A,5,42.86,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WILLOW PARK ENDOSCOPY CENTER LLC,45C0451253,1487399168,WILLOW PARK,TX,76087,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
SAN BERNARDINO EYE SURGERY CENTER LP,05C0001096,1487608071,COLTON,CA,92324,2023,0,,0,,0.05,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.91,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SAN BERNARDINO EYE SURGERY CENTER LP,05C0001096,1487608071,COLTON,CA,92324,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,100,
THE CENTER FOR AESTHETIC SURGERY LLC,21C0001007,1487609335,SALISBURY,MD,21801,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,430,No Different than expected,0.7,0.4,1.2,,,N/A,5
THE CENTER FOR AESTHETIC SURGERY LLC,21C0001007,1487609335,SALISBURY,MD,21801,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,81.8,
SURGERY CENTER OF FAIRFIELD COUNTY LLC,07C0001003,1487610390,TRUMBULL,CT,6611,2023,N/A,5,N/A,5,N/A,5,N/A,1,100,,N/A,5,74,No Different Than the National Rate,9.6,6.6,14.3,,99.68,,0.54,,93,No Different Than the National Rate,2.1,1.3,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SURGERY CENTER OF FAIRFIELD COUNTY LLC,07C0001003,1487610390,TRUMBULL,CT,6611,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,71,94.4,
QUAD CITY AMBULATORY SURGERY CENTER LLC,14C0001056,1487612024,MOLINE,IL,61265,2023,0.04,,0.04,,N/A,5,0.16,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.91,,N/A,5,386,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,29,No Different than expected,1.1,0.6,1.9,,,N/A,5
QUAD CITY AMBULATORY SURGERY CENTER LLC,14C0001056,1487612024,MOLINE,IL,61265,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,59,83,
METRO ATLANTA ENDOSCOPY LLC,11C0001193,1487617916,ATLANTA,GA,30342,2023,N/A,5,0.04,,N/A,5,0.05,,71.83,,N/A,5,1232,No Different Than the National Rate,7.7,5.5,10.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
METRO ATLANTA ENDOSCOPY LLC,11C0001193,1487617916,ATLANTA,GA,30342,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,100,
NEW HORIZONS SURGERY CENTER LLC,36C0001155,1487620043,MARION,OH,43302,2023,N/A,5,N/A,5,N/A,5,0.05,,100,,N/A,5,475,No Different Than the National Rate,10.1,7.2,14.5,,100,,0.26,,69,No Different Than the National Rate,2.1,1.4,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,85,No Different than expected,1.1,0.6,1.9,,,N/A,5
NEW HORIZONS SURGERY CENTER LLC,36C0001155,1487620043,MARION,OH,43302,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
RIVER ROAD SURGERY CENTER LLC,38C0001037,1487620472,SALEM,OR,97302,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
RIVER ROAD SURGERY CENTER LLC,38C0001037,1487620472,SALEM,OR,97302,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PERIMETER CENTER FOR OUTPATIENT SURGERY LP,11C0001044,1487625802,ATLANTA,GA,30328,2023,N/A,5,0.03,,0.06,,0.09,,100,,N/A,5,414,No Different Than the National Rate,8.7,6,12.5,,0.57,,N/A,5,87,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PERIMETER CENTER FOR OUTPATIENT SURGERY LP,11C0001044,1487625802,ATLANTA,GA,30328,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAN ANTONIO GASTROENTEROLOGY EDOSCOPY CENTER DT,45C0001178,1487628301,SAN ANTONIO,TX,78212,2023,0,,0,,0,,0.07,,89.56,,N/A,5,2012,No Different Than the National Rate,10.3,7.8,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAN ANTONIO GASTROENTEROLOGY EDOSCOPY CENTER DT,45C0001178,1487628301,SAN ANTONIO,TX,78212,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,32,90.6,
RALEIGH ENDOSCOPY CENTER MAIN,34C0001039,1487629044,RALEIGH,NC,27607,2023,0,,0.01,,0,,0.06,,88.68,,N/A,5,2264,No Different Than the National Rate,8.1,5.9,11,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
RALEIGH ENDOSCOPY CENTER MAIN,34C0001039,1487629044,RALEIGH,NC,27607,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,102,97,
ENDOSCOPY CENTER OF THE CENTRAL COAST,05C0001318,1487629986,SAN LUIS OBISPO,CA,93405,2023,0,,0.03,,0,,0,,92.22,,N/A,5,1118,No Different Than the National Rate,8.4,5.9,11.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF THE CENTRAL COAST,05C0001318,1487629986,SAN LUIS OBISPO,CA,93405,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,48.8,
MCALESTER AMBULATORY SURGERY CENTER LLC,37C0001048,1487644506,MCALESTER,OK,74501,2023,0,,0,,0,,0,,73.91,,N/A,5,446,No Different Than the National Rate,9.2,6.5,13.1,,91.08,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MCALESTER AMBULATORY SURGERY CENTER LLC,37C0001048,1487644506,MCALESTER,OK,74501,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
WESTSIDE ENDOSCOPY CENTER,11C0001230,1487647483,AUSTELL,GA,30106,2023,0,,0,,0,,0,,51.18,,N/A,5,160,No Different Than the National Rate,9.2,6.2,13.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
WESTSIDE ENDOSCOPY CENTER,11C0001230,1487647483,AUSTELL,GA,30106,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,4,N/A,1
TRI STATE GASTROENTEROLOGY ASSOCIATES,18C0001020,1487651956,CRESTVIEW HILLS,KY,41017,2023,N/A,5,0,,N/A,5,0.38,,62.19,,N/A,5,2517,No Different Than the National Rate,11.7,9,15.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
TRI STATE GASTROENTEROLOGY ASSOCIATES,18C0001020,1487651956,CRESTVIEW HILLS,KY,41017,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,56,89.2,
UNION PINES SURGERY CENTERLLC,37C0001001,1487655627,TULSA,OK,74146,2023,N/A,5,0.01,,0.01,,0.09,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,72.32,,N/A,5,761,No Different Than the National Rate,2.4,1.8,3.4,,N/A,N/A,N/A,N/A,N/A,5,30,No Different than expected,1.1,0.6,2,,,N/A,5
UNION PINES SURGERY CENTERLLC,37C0001001,1487655627,TULSA,OK,74146,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,143,81.6,
FILLMORE EYE CLINIC ASC,32C0001003,1487657862,ALAMOGORDO,NM,88310,2023,N/A,5,N/A,5,0.06,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.06,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
FILLMORE EYE CLINIC ASC,32C0001003,1487657862,ALAMOGORDO,NM,88310,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,75,
GASTROENTEROLOGY ASSOCIATES PA,42C0001022,1487684031,GREENVILLE,SC,29601,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GASTROENTEROLOGY ASSOCIATES PA,42C0001022,1487684031,GREENVILLE,SC,29601,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,34,100,
GASTROENTEROLOGY ASSOCIATES PA,42C0001074,1487684031,GREENVILLE,SC,29615,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GASTROENTEROLOGY ASSOCIATES PA,42C0001074,1487684031,GREENVILLE,SC,29615,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,34,100,
CLARKSVILLE SURGERY CENTER LLC,44C0001087,1487693123,CLARKSVILLE,TN,37043,2023,0,,0,,0,,0.15,,100,,N/A,5,86,No Different Than the National Rate,9.9,6.8,14.5,,100,,0.19,,66,No Different Than the National Rate,2.2,1.4,3.5,,93,No Different Than the National Rate,4.4,2.9,6.7,,74,No Different than expected,1.1,0.6,1.8,,,N/A,5
CLARKSVILLE SURGERY CENTER LLC,44C0001087,1487693123,CLARKSVILLE,TN,37043,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,60,85,
BRANDYWINE VALLEY ENDOSCOPY CENTER,39C0001214,1487699385,DOWNINGTOWN,PA,19335,2023,0,,0.03,,0,,0.13,,98.76,,N/A,5,705,No Different Than the National Rate,10.9,8,15.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BRANDYWINE VALLEY ENDOSCOPY CENTER,39C0001214,1487699385,DOWNINGTOWN,PA,19335,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,54,98.2,
CARONDELET ST MARYS NORTHWEST LLC DBA CARONDELET FOOTHILLS SURGERY CENTER,03C0001289,1487716650,TUCSON,AZ,85741,2023,0,,0,,0,,0.03,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.34,,95,No Different Than the National Rate,2.1,1.3,3.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,118,No Different than expected,1,0.6,1.6,,,N/A,5
CARONDELET ST MARYS NORTHWEST LLC DBA CARONDELET FOOTHILLS SURGERY CENTER,03C0001289,1487716650,TUCSON,AZ,85741,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,100,
NOVAMED SURGERY CENTER OF CLEVELAND LLC,44C0001048,1487742680,CLEVELAND,TN,37311,2023,0.02,,0,,0,,0.12,,80.38,,N/A,5,476,No Different Than the National Rate,9.6,6.7,13.6,,100,,0,,101,No Different Than the National Rate,2.2,1.4,3.5,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
NOVAMED SURGERY CENTER OF CLEVELAND LLC,44C0001048,1487742680,CLEVELAND,TN,37311,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,87,84.6,
BAY MICROSURGICAL UNIT,42C0001005,1487765897,GEORGETOWN,SC,29440,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.27,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BAY MICROSURGICAL UNIT,42C0001005,1487765897,GEORGETOWN,SC,29440,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,100,
FAIR PARK SURGERY CENTER,04C0001072,1487776365,LITTLE ROCK,AR,72205,2023,0,,0,,0.01,,0.01,,N/A,5,95.2,,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.13,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FAIR PARK SURGERY CENTER,04C0001072,1487776365,LITTLE ROCK,AR,72205,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,49,79.4,
LAKEFOREST AMBULATORY SURGERY CENTER,21C0001136,1487779435,GAITHERSBURG,MD,20877,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LAKEFOREST AMBULATORY SURGERY CENTER,21C0001136,1487779435,GAITHERSBURG,MD,20877,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYEASSOCIATES SURGERY CENTER INC,11C0001153,1487782637,VALDOSTA,GA,31602,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.74,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYEASSOCIATES SURGERY CENTER INC,11C0001153,1487782637,VALDOSTA,GA,31602,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
